end_year,citylng,citylat,intensity,sector,topic,insight,swot,url,region,start_year,impact,added,published,city,country,relevance,pestle,source,title,likelihood
2030,,,16,Education,education,Renovating internationalisation for the 21st century,,http://www.universityworldnews.com/article.php?story=20180606110124870,World,,,"June, 17 2018 12:56:16","June, 17 2018 00:00:00",,,4,Social,University World News,There will be a tripling or more of global higher education capacity to 300 million places by 2030.,4
2023,,,60,,,Oracle's XBRi Expansion to Protect Against Retail Theft,,https://www.zacks.com/stock/news/307557/oracles-xbri-expansion-to-protect-against-retail-theft,World,,3,"June, 17 2018 06:27:57","June, 17 2018 00:00:00",,,5,,Zacks,The global market size for POS terminals will reach $103.52 billion by 2023.,4
2020,,,12,Construction,smart city,Smart Cities and Blockchain: Four Countries Where AI and DLT Exist Hand-in-Hand,,https://cointelegraph.com/news/smart-cities-and-blockchain-four-countries-where-ai-and-dlt-exist-hand-in-hand?sf192023115=1,,,,"June, 19 2018 12:58:40","June, 17 2018 00:00:00",,,3,Environmental,CoinTelegraph,By 2020 the number of smart cities will reach 600 worldwide.,4
2018,,,16,Information Technology,lcd,Apple to rely on the cheaper 6.1-inch LCD iPhone for majority of sales this year,Opportunity,https://www.firstpost.com/tech/news-analysis/apple-to-rely-on-the-cheaper-6-1-inch-lcd-iphone-for-majority-of-sales-this-year-4526551.html,,,,"June, 17 2018 12:08:41","June, 17 2018 00:00:00",,,4,Technological,FirstPost,This year a lot more LCD models will be manufactured as compared to the OLEDs as Apple expects a high customer demand for the low-priced LCD iPhone.,4
2030,,,32,,,Diaspora remittances to developing countries to exceed $6.5trn between 2015-2030,,https://www.premiumtimesng.com/business/272688-diaspora-remittances-to-developing-countries-to-exceed-6-5trn-between-2015-2030.html,,2015,4,"June, 18 2018 00:35:41","June, 17 2018 00:00:00",,,4,,Premium Times Nigeria,Remittances sent to developing countries could cross $6.5 trillion between 2015 and 2030.,2
2025,,,48,Science,chemistry,"Global Metal Finishing Chemicals Industry Size, Share, Trend and Forecast to 2025",,https://www.satprnews.com/2018/06/17/global-metal-finishing-chemicals-industry-size-share-trend-and-forecast-to-2025/,World,,2,"June, 18 2018 04:22:58","June, 17 2018 00:00:00",,,6,Industries,satprnews,The global Metal Finishing Chemicals market is valued at million US$ in 2017 and will reach million US$ by the end of 2025.,4
2021,,,24,Information Technology,technology,The Current Reality of Augmented Reality,,https://www.shellypalmer.com/2018/06/current-reality-augmented-reality/,World,2017,,"June, 23 2018 13:34:37","June, 17 2018 00:00:00",,,6,Economic,Shelly Palmer,Global spending on AR and virtual reality technology will grow from $11.4 B in 2017 to $215 B in 2021.,4
2019,,,12,Energy,renewable energy,NRG Energy Innovates Renewable Plans for Texas Customers,,https://www.zacks.com/stock/news/307684/nrg-energy-innovates-renewable-plans-for-texas-customers,,2018,,"June, 17 2018 05:23:36","June, 17 2018 00:00:00",,,3,Industries,Zacks,Usage of renewables will increase 3.8% in 2018 and will rise 3% in 2019.,4
2053,,,9,,wealth,Why Are Poor People in America So Patriotic? One Man Went on an Odyssey to Find Out,,https://www.schwartzreport.net/why-are-poor-people-in-america-so-patriotic-one-man-went-on-an-odyssey-to-find-out/,,,,"June, 16 2018 12:51:06","June, 16 2018 00:00:00",,,3,Economic,Schwartzreport,African-Americans as a group will have zero wealth by 2053.,3
2019,,,16,Financial services,wealth,AmorePacific Group (002790) Plunges -1.21% on Jun 17,,https://www.whatsonthorold.com/2018/06/16/amorepacific-group-002790-plunges-1-21-on-jun-17/,Asia,,,"June, 25 2018 02:08:39","June, 16 2018 00:00:00",,,4,Economic,WhatsOnThorold,Asia-Pacific is projected to account for 26% of the world's financial wealth by 2019.,4
2020,,,96,Information Technology,manufacturing,Beacons Market Report in Global and Chinese,,https://thetechnicalprogress.com/2018/06/beacons-market-report-in-global-and-chinese/,World,,4,"June, 21 2018 08:55:45","June, 16 2018 00:00:00",,,6,Technological,Stanford Institute for Economic Policy Research,The global electrical and electronics manufacturing market is expected to reach $3 trillion by 2020.,4
2066,114.1850093,22.3049809,12,,women,Is happiness linked to long life? Hongkongers buck the trend,,https://kopitiambot.com/2018/06/16/is-happiness-linked-to-long-life-hongkongers-buck-the-trend/,,,,"June, 17 2018 03:05:07","June, 16 2018 00:00:00",Hong Kong,,4,Political,Kopitiam Bot,"By 2066, Hong Kong's men are expected to live for 87.1 years and women 93.1 years.",3
2048,,,9,Science,telescope,"To Start a New Life at Proxima Centauri, This Is How Many People We Need to Send",Opportunity,https://www.sciencealert.com/to-start-a-new-life-at-proxima-centauri-this-is-how-many-people-we-need-to-send-to-survive-the-journey,,,,"June, 16 2018 12:30:44","June, 16 2018 00:00:00",,,3,Technological,Science Alert,"In the coming decades, next-generation telescopes are expected to discover thousands more exoplanets.",3
2021,,,12,Education,technology,Artificial intelligence that can teach? It's already happening,,http://www.abc.net.au/news/science/2018-06-16/artificial-intelligence-that-can-teach-is-already-happening/9863574,,,,"June, 19 2018 13:10:58","June, 16 2018 00:00:00",,,3,Social,ABC News,Technology is a vital and exciting tool that great teachers are going to be able to use to revolutionise education in schools in the years ahead.,4
2030,,,8,Water,gdp,India is facing its largest ever water crisis,Threat,http://www.aidforum.org/Topics/health-and-wash/india-is-facing-its-largest-ever-water-crisis/,Southern Asia,,,"June, 16 2018 03:42:34","June, 16 2018 00:00:00",,India,4,Economic,Aid Forum,Water shortages could account for a 6% loss of India's GDP by 2030.,2
2019,,,12,,inflation,"Forex Market Outlook for the Week June 18 - 22, 2018",Weakness,https://fxdailyreport.com/forex-market-outlook-week-june-18-22-2018/,,,,"June, 19 2018 07:27:21","June, 16 2018 00:00:00",,,3,Economic,FXdailyReport.Com,"For the next year, the SNB expects Swiss inflation to be at the 0.9 percent level.",4
2021,,,6,Government,military,"Defense budget bill creates path for future network of military, commercial communications satellites",,http://spacenews.com/defense-budget-bill-creates-path-for-future-network-of-military-commercial-communications-satellites/,,,,"June, 22 2018 04:06:14","June, 16 2018 00:00:00",,,3,Political,SpaceNews.com,"The military's future network could take years to materialize, a key reason why the HAC-D directed the Air Force to buy two more WGS satellites.",2
2038,,,12,Aerospace & defence,mars,NASA's Space Launch System: Rocketing Towards Cancellation?,,https://www.fool.com/investing/2018/06/16/nasas-space-launch-system-rocketing-towards-cancel.aspx,,2018,,"June, 18 2018 11:42:44","June, 16 2018 00:00:00",,,4,Industries,The Motley Fool,NASA will not actually be ready to conduct a manned Mars mission before 20 years from now.,3
2018,,,16,Tourism & hospitality,tourism,Turkey expects 40M tourists in 2018,,https://www.middleeastmonitor.com/20180616-turkey-expects-40m-tourists-in-2018/,Western Asia,,,"June, 18 2018 11:49:02","June, 16 2018 00:00:00",,Turkey,4,Industries,Middle East Monitor,Turkey expects 40 million tourists this year.,4
2021,,,16,Energy,gas,How are cruise operators preparing for the IMO sulphur cap?,,http://future-cruise.nridigital.com/future_cruise_jun18/how_are_cruise_operators_preparing_for_the_imo_sulphur_cap,World,,,"June, 16 2018 13:18:04","June, 16 2018 00:00:00",,,4,Industries,,LNG fuelling will become more widespread throughout major ports in the world in the coming years.,4
2023,,,12,Information Technology,speech,No Option for Law Firm,,https://www.jasonplant.co.uk/2018/06/13/return-to-the-future-part-1/,,2003,,"June, 16 2018 12:51:44","June, 16 2018 00:00:00",,,3,Technological,,Continuous speech systems will be widely used within five years so 2003.,4
2035,,,16,Healthcare,cancer,"Liver cancer a big threat to U.S., other developed nations",,https://medicalxpress.com/news/2018-06-liver-cancer-big-threat-nations.html,,,,"June, 16 2018 01:41:00","June, 15 2018 00:00:00",,,4,Healthcare,Medical Express,Cancer Research UK predicts a further 40 percent increase in liver cancer cases by 2035.,4
2030,,,12,Information Technology,economy,Can we trust AI if we don't know how it works?,Opportunity,https://www.bbc.co.uk/news/business-44466213,World,,,"June, 15 2018 03:00:29","June, 15 2018 00:00:00",,,6,Economic,BBC News Technology,AI could boost the global economy by $15.7 tn by 2030.,2
2023,,,12,,,Energy,,https://www.cnbc.com/energy/,,2017,,"June, 17 2018 03:57:46","June, 15 2018 00:00:00",,,3,,CNBC ,Permian output from Texas and New Mexico will more than double between 2017 and 2023.,4
2028,,,12,Construction,urbanisation,Consumption in China: Ten Trends for the Next 10 Years,,http://www.bain.com/publications/articles/consumption-in-china-ten-trends-for-the-next-ten-years.aspx,Eastern Asia,,,"June, 18 2018 12:26:17","June, 15 2018 00:00:00",,China,4,Environmental,Bain and Co.,China's urbanization rate will continue to increase over the next decade.,3
2028,,,12,Retail,consumer,Consumption in China: Ten Trends for the Next 10 Years,,http://www.bain.com/publications/articles/consumption-in-china-ten-trends-for-the-next-ten-years.aspx,Eastern Asia,,,"June, 18 2018 12:26:19","June, 15 2018 00:00:00",,China,4,Social,Bain and Co.,Fast and frequent transformation of the consumer market in China over the next decade will pose a great challenge to companies' talent strategies.,3
2025,,,40,,,News in the Life Sciences Industry,,http://www.ukbiotech.com/uk/portal/news.php,Northern America,,2,"June, 18 2018 01:50:18","June, 15 2018 00:00:00",,United States of America,5,,,The U.S. surgical microscopes market size is expected to reach USD385.2 million by 2025.,4
2025,,,48,,wearable,"Wearable Fitness Trackers: Market 2018 Analysis The Global Key Manufacturers - Apple Inc., Fitbit Inc., SAMSUNG ELECTRONICS CO. LTD., Sony Corporation",,https://www.satprnews.com/2018/06/15/wearable-fitness-trackers-market-2018-analysis-the-global-key-manufacturers-apple-inc-fitbit-inc-samsung-electronics-co-ltd-sony-corporation/,World,,2,"June, 17 2018 01:24:31","June, 15 2018 00:00:00",,,6,Healthcare,satprnews,The global Wearable Fitness Trackers market is valued at million US$ in 2017 and will reach million US$ by the end of 2025.,4
2020,,,16,Financial services,currency,Germany: Financial Experts Don't See Crypto as an Everyday Payment Method by 2020,,https://cointelegraph.com/news/germany-financial-experts-don-t-see-crypto-as-an-everyday-payment-method-by-2020,Western Europe,,,"June, 16 2018 01:02:30","June, 15 2018 00:00:00",,Germany,4,Economic,CoinTelegraph,Cryptocurrencies such as Bitcoin or Ethereum will not be accepted as a payment method in Germany in by 2020.,4
2020,,,12,,network,"The LTE, LTE-Advanced & 5G Market Size : Development, Research and Forecast 2018-2030",,https://thefinancialconsulting.com/the-lte-lte-advanced-5g-market-size-development-research-and-forecast-2018-2030/766791/,,,,"June, 25 2018 02:41:34","June, 15 2018 00:00:00",,,3,Social,The FINANCIAL,"By 2020, over 50% of all LTE subscribers will be supported by LTE-Advanced networks.",4
2021,,,12,,,Surgical Scalpel Market - Approaches & Techniques 2025,,https://factsweek.com/966304/surgical-scalpel-market-approaches-techniques-2025/,World,,,"June, 18 2018 01:37:50","June, 15 2018 00:00:00",,,3,,AWD news,The global surgical scalpel market is expected to witness a significant growth in the next few years.,4
2021,,,12,Manufacturing,car,Connected Cars & Design,,https://advancedmanufacturing.org/connected-cars-design/,,,,"June, 22 2018 12:48:38","June, 15 2018 00:00:00",,,3,Social,Advanced Manufacturing,"In the coming years, safety features will continue to evolve and extend well into the car's external environment.",4
2022,,,16,Healthcare,healthcare,How can the healthcare sector embrace the transition to mobile working? Transforming mobile working in healthcare,,http://www.information-age.com/healthcare-sector-mobile-working-123472324/,World,,,"June, 17 2018 11:51:03","June, 15 2018 00:00:00",,,4,Social,Information Age,Healthcare is no exception to this with the global healthcare mobility solutions market predicted to experience an annual growth rate of 28.3% by 2022.,4
2019,,,16,Food & agriculture,wine,"No title could be extracted, please add manually",,http://www.ciatti.com/sites/default/files/global_market_report_june_2018.pdf,Eastern Asia,,,"June, 25 2018 04:21:18","June, 15 2018 00:00:00",,Australia,4,Political,,Australia's growth momentum will be boosted further in the coming year when the China-Australia FTA sees the complete eradication of import tariffs on Australian wines.,4
2018,,,16,Energy,energy,"EIA: Bioenergy capacity, generation to increase in 2019",,http://biomassmagazine.com/articles/15374/eia-bioenergy-capacity-generation-to-increase-in-2019,,,,"June, 22 2018 12:57:28","June, 15 2018 00:00:00",,,4,Industries,biomassmagazine,"The EIA currently predicts 7,363 MW of biomass energy capacity will be in place by the end of this year, up from 7,318 MW last year.",4
2019,,,12,Energy,consumption,"EIA maintains 2018, 2019 ethanol production forecasts",,http://www.ethanolproducer.com/articles/15395/eia-maintains-2018-2019-ethanol-production-forecasts,,,,"June, 25 2018 14:51:24","June, 15 2018 00:00:00",,,3,Environmental,ethanolproducer,"US ethanol consumption is expected to reach 950,000 barrels per day this year, up from 940,000 barrels per day in 2017. Next year, ethanol consumption is expected to increase, reaching an average of 960,000 barrels per day.",4
2018,,,16,,economy,Time for High Beta & Momentum ETFs as Trade Tensions Ease?,,https://www.zacks.com/stock/news/306990/time-for-high-beta-amp-momentum-etfs-as-trade-tensions-ease,World,,,"June, 15 2018 17:20:24","June, 15 2018 00:00:00",,,4,Economic,Zacks,The global economy will likely expand 3.1% this year.,4
2018,,,16,Information Technology,security,Chinese cyber attacks on Taiwan government becoming harder to detect: source,,https://www.reuters.com/article/us-taiwan-china-cybersecurity/chinese-cyber-attacks-on-taiwan-government-becoming-harder-to-detect-source-idUSKBN1JB17L,Eastern Asia,,,"June, 16 2018 12:01:15","June, 15 2018 00:00:00",,Taiwan,4,Political,Reuters,Taiwan is expected to release its information security and national security strategy later this year.,4
2018,,,60,Financial services,transport,Massachusetts Senate Unanimously Endorses a Bold Vision for Clean Transportation,Opportunity,https://blog.ucsusa.org/daniel-gatti/massachusetts-senate-unanimously-endorses-a-bold-vision-for-clean-transportation,,,3,"June, 17 2018 13:23:14","June, 15 2018 00:00:00",,,5,Economic,Union of Concerned Scientists,California alone is projected to spend over $2 billion on clean transportation investments this year.,4
2019,,,80,Retail,data,BankTech,,https://gomedici.com/topics/banktech/,,,4,"June, 18 2018 07:56:15","June, 15 2018 00:00:00",,,5,Social,MEDICI,The rapid digitization of consumers and enterprises will increase the cost of data breaches to USD2.1 trillion globally by 2019 from USD500 billion.,4
2019,,,20,Energy,petroleum,"EIA expects Brent crude prices will average $71 per barrel in 2018, $68 per barrel in 2019",,https://www.eia.gov/todayinenergy/detail.php?id=36493,World,,,"June, 19 2018 11:43:56","June, 15 2018 00:00:00",,,5,Industries,DOE EIA 2013 Energy Conference,"EIA currently forecasts global petroleum and other liquids inventories will increase by 210,000 barrels per day next year.",4
2050,,,12,,,"Cycling Sunglasses Market Opportunity Analysis, 2018-2025",,https://www.pr-inside.com/cycling-sunglasses-market-opportunity-analysis-r4696615.htm,Northern America,,,"June, 21 2018 01:11:52","June, 15 2018 00:00:00",,United States of America,3,,PR-Inside.com,"By 2050, an estimated 7.32 million people in the United States will have Primary Open-Angle Glaucoma.",4
2030,,,8,Manufacturing,automation,"We mustn't let tech tie us to emails at 11pm, says digital secretary",Threat,https://www.peoplemanagement.co.uk/news/articles/tech-tie-to-emails-digital-secretary,,,,"June, 16 2018 13:21:27","June, 15 2018 00:00:00",,,4,Economic,People Management,A report by management consultancy McKinsey warned that automation would eradicate as many as 800 million jobs worldwide by 2030.,2
2030,,,36,Transport,space,?Australian states and territories to battle for space agency boasting rights,,https://www.zdnet.com/article/australian-states-and-territories-battle-for-space-agency-boasting-rights/,Oceania,,3,"June, 15 2018 04:57:48","June, 15 2018 00:00:00",,Australia,6,Technological,ZDNet,Australia has a fantastic opportunity to triple the size of its domestic space industry to up to AU$12 billion by 2030.,2
2023,,,12,Construction,building,"Growth of Smart Building Market in Global Industry: Overview, Size and Share 2018-2023",,https://www.satprnews.com/2018/06/15/growth-of-smart-building-market-in-global-industry-overview-size-and-share-2018-2023/,,,,"June, 18 2018 08:36:24","June, 15 2018 00:00:00",,,3,Economic,satprnews,"Over the next five years, Smart Building will register a 18.1% CAGR in terms of revenue, reach US$133600 million by 2023, from US$58100 million in 2017.",4
2027,,,9,Retail,technology,Consumption in China: Ten Trends for the Next 10 Years,Opportunity,http://www.bain.com/publications/articles/consumption-in-china-ten-trends-for-the-next-ten-years.aspx,,,,"June, 18 2018 12:26:17","June, 15 2018 00:00:00",,,3,Technological,Bain and Co.,"By 2027, technology will dramatically reshape the retail industry in China-most notably, as the IoT and AI digitalize real-world actions (widgets to digits), autonomous vehicles and drones improve logistics, and augmented reality transforms the shopping experience.",3
2025,,,9,Aerospace & defence,economy,What percent of US full-size pickup trucks will plug in by 2025? Twitter poll results,,https://www.greencarreports.com/news/1115049_what-percent-of-us-full-size-pickup-trucks-will-plug-in-by-2025-twitter-poll-results,,2022,,"June, 18 2018 02:39:53","June, 15 2018 00:00:00",,,3,Political,Green Car Reports,More than half of the reduction in fuel consumption in pickup trucks projected under corporate average fuel economy rules comes from improvements in the 2022 to 2025 model years.,3
2028,,,12,Energy,energy,"AEMO sees rooftop solar trebling in 10 years, batteries rising 10-fold",,https://reneweconomy.com.au/aemo-sees-rooftop-solar-trebling-10-years-batteries-rising-10-fold-82069/,Oceania,,,"June, 15 2018 02:09:13","June, 15 2018 00:00:00",,Australia,4,Industries,Giles Parkinson,The Australian Energy Market Operator has forecast a near three-fold rise in rooftop solar in Western Australia over the next 10 years.,3
2025,,,40,,,"Smart Shoes Market 2018 Insight By Demand Analysis, Types, , Pro - Cleveland 19 News Cleveland, OH",,http://www.cleveland19.com/story/38431511/smart-shoes-market-2018-insight-by-demand-analysis-types-production-key-players-revenues-wearable-technologies-opportunities-growth-2025,World,,2,"June, 17 2018 01:24:45","June, 15 2018 00:00:00",,,5,,Dr. David B. Adams: Atlanta Psychologist,The global Smart Shoes Market is valued at 77 million US$ in 2017 and will reach 340 million US$ by the end of 2025.,4
2020,,,8,Environment,pollution,Ontario to Scrap Carbon-Cutting Plan as It Expands Elsewhere,Strength,https://www.bloomberg.com/news/articles/2018-06-15/ford-to-scrap-ontario-s-carbon-system-in-challenge-to-trudeau,Eastern Asia,,,"June, 16 2018 12:33:53","June, 15 2018 00:00:00",,China,4,Environmental,Bloomberg Business,"Europe already has a large regional cap-and-trade system while China, the world's biggest polluter, has committed to a national pollution program that could open by 2020.",2
2021,,,12,Retail,consumer,Consumption in China: Ten Trends for the Next 10 Years,,http://www.bain.com/publications/articles/consumption-in-china-ten-trends-for-the-next-ten-years.aspx,,,,"June, 18 2018 12:26:20","June, 15 2018 00:00:00",,,3,Social,Bain and Co.,Consumers will care more about sustainability in the years ahead.,4
2021,,,16,Healthcare,disease,Surgical Scalpel Market - Approaches & Techniques 2025,Opportunity,https://factsweek.com/966304/surgical-scalpel-market-approaches-techniques-2025/,World,,,"June, 18 2018 01:37:50","June, 15 2018 00:00:00",,,4,Healthcare,AWD news,Owing to the rising incidences of neurological and cardiovascular diseases is projected to encourage the growth of the global surgical scalpel market in the coming years.,4
2022,,,16,Information Technology,software agent,Global Chatbot Market 2018-2022 to Post a CAGR of Over 24% | Technavio,,https://www.businesswire.com/news/home/20180615005428/en/Global-Chatbot-Market-2018-2022-Post-CAGR-24,World,2018,,"June, 25 2018 06:35:00","June, 15 2018 00:00:00",,,4,Technological,Business Wire,The global chatbot market is expected to post a CAGR of more than 24% over the period 2018-2022.,4
2021,,,12,,economy,"Trump's tariffs pose risk to global trade, U.S. economy: IMF",Opportunity,https://www.reuters.com/article/us-imf-usa/trumps-tariffs-pose-risk-to-global-trade-u-s-economy-imf-idUSKBN1JA2KN,,,,"June, 17 2018 12:54:22","June, 15 2018 00:00:00",,,3,Economic,Reuters,"The U.S. economy is getting a boost from the Trump administration's tax cuts and higher government spending, but the IMF expects growth to slow considerably in coming years.",4
2018,,,12,Energy,electricity,"EIA: Bioenergy capacity, generation to increase in 2019",,http://biomassmagazine.com/articles/15374/eia-bioenergy-capacity-generation-to-increase-in-2019,,,,"June, 22 2018 12:57:25","June, 15 2018 00:00:00",,,3,Industries,biomassmagazine,US nonhydropower renewables will provide more than 10 percent of electricity generation this year.,4
2019,,,12,Environment,waste,"EIA: Bioenergy capacity, generation to increase in 2019",Weakness,http://biomassmagazine.com/articles/15374/eia-bioenergy-capacity-generation-to-increase-in-2019,,,,"June, 22 2018 12:57:28","June, 15 2018 00:00:00",,,3,Economic,biomassmagazine,"By the end of 2019, waste biomass capacity is expected to reach 4,288 MW.",4
2019,,,16,,inflation,"IMF warns US fiscal, trade policies create risks to global economy",Weakness,http://bworldonline.com/imf-warns-us-fiscal-trade-policies-create-risks-to-global-economy/,,,,"June, 17 2018 02:39:42","June, 15 2018 00:00:00",,,4,Economic,BusinessWorld,The IMF projects the Fed's preferred inflation measure will increase 2.8 percent this year and 2.4 percent next year.,4
2018,,,20,Financial services,city,IOTA's TangleID-Driven Digital Citizen Card Deploying This Year,,https://iota-news.com/iotas-tangleid-driven-digital-citizen-card-deploying-this-year/,Eastern Asia,,,"June, 16 2018 01:44:17","June, 15 2018 00:00:00",,Taiwan,5,Economic,IOTA News,Taiwan's capital city of Taipei will be rolling out IOTA's Tangle-powdered blockchain-based digital identification system later this year.,4
2018,,,12,Energy,oil,Baker Hughes: US Drillers Add Oil Rigs for Fourth Week in a Row,,https://www.rigzone.com/news/wire/baker_hughes_us_drillers_add_oil_rigs_for_fourth_week_in_a_row-15-jun-2018-155961-article/?pgNum=1,,2017,,"June, 16 2018 12:27:17","June, 15 2018 00:00:00",,,3,Industries,Rigzone,Producers still expect higher prices for their oil in 2018 than they received in 2017.,4
2018,,,12,,,The latest dry bulk news,,https://www.drybulkmagazine.com/,,,,"June, 18 2018 01:48:11","June, 15 2018 00:00:00",,,3,,Dry Bulk,Not all railroads that operate on BNSF will have completed their PTC installation by the end of 2018.,4
2019,,,24,Energy,oil,"EIA expects Brent crude prices will average $71 per barrel in 2018, $68 per barrel in 2019",,https://www.eia.gov/todayinenergy/detail.php?id=36493,,2018,,"June, 19 2018 11:43:55","June, 15 2018 00:00:00",,,6,Industries,DOE EIA 2013 Energy Conference,EIA forecasts Brent crude oil prices will average $71 per barrel in 2018 and $68 / b in 2019.,4
2019,,,20,Energy,oil,"EIA expects Brent crude prices will average $71 per barrel in 2018, $68 per barrel in 2019",,https://www.eia.gov/todayinenergy/detail.php?id=36493,Northern America,2018,,"June, 19 2018 11:43:57","June, 15 2018 00:00:00",,United States of America,5,Industries,DOE EIA 2013 Energy Conference,EIA projects that U.S. crude oil production will average 10.8 million b/d for full-year 2018 and will average 11.8 million b/d in 2019.,4
2030,,,12,Transport,vehicle,A Smart Play on Future Transportation Trends,,https://www.etftrends.com/smart-play-future-transportation-trends/,,,,"June, 17 2018 05:37:06","June, 15 2018 00:00:00",,,3,Industries,ETF Trends,Partially or fully autonomous vehicles will account for 65% of passenger vehicles sold globally by 2030.,4
2030,,,12,Energy,greenhouse gas,EU sets new target of reaching 32% renewable production by 2030,,https://www.energydigital.com/renewable-energy/eu-sets-new-target-reaching-32-renewable-production-2030,,,,"June, 25 2018 14:14:55","June, 15 2018 00:00:00",,,4,Environmental,Energy Digital,The EU will phase out palm oil by 2030 in order to reduce greenhouse gas emissions.,3
2029,,,80,,consumption,Consumption in China: Ten Trends for the Next 10 Years,,http://www.bain.com/publications/articles/consumption-in-china-ten-trends-for-the-next-ten-years.aspx,,2020,4,"June, 18 2018 12:26:16","June, 15 2018 00:00:00",,,5,Lifestyles,Bain and Co.,"In the coming decade, household consumption will grow by an average 6% annually to reach RMB56 trillion ($8.2 trillion).",4
2027,,,9,Information Technology,mobile device,Consumption in China: Ten Trends for the Next 10 Years,,http://www.bain.com/publications/articles/consumption-in-china-ten-trends-for-the-next-ten-years.aspx,,,,"June, 18 2018 12:26:18","June, 15 2018 00:00:00",,,3,Technological,Bain and Co.,"By 2027, almost all daily transactions will be on mobile devices.",3
2025,,,48,Information Technology,artificial intelligence,"Global AI in Telecommunication Market Report, History and Forecast 2013-2025, Breakdown Data by Companies, Key Regions, Types and Application",,https://thetechnicalprogress.com/2018/06/global-ai-in-telecommunication-market-report-history-and-forecast-2013-2025-breakdown-data-by-companies-key-regions-types-and-application/,World,,2,"June, 18 2018 07:27:47","June, 15 2018 00:00:00",,,6,Technological,Stanford Institute for Economic Policy Research,"In 2017, the global AI in Telecommunication market size was million US$ and it is expected to reach million US$ by the end of 2025.",4
2029,,,6,Manufacturing,machine,State of Work: The Coming Impact of Automation on New York,,https://nycfuture.org/research/state-of-work-automation-impact-on-new-york-state,,2020,,"June, 15 2018 12:11:53","June, 15 2018 00:00:00",,,3,Economic,Center for an Urban Future,The equivalent of 41.2 percent of all job tasks could be performed by machines in the coming decade.,2
2020,,,10,Government,economy,THE DAILY EDGE (15 June 2018): Retail Sails,Opportunity,http://www.edgeandodds.com/smart-investing/the-daily-edge-15-june-2018-retail-sails/,Northern America,2019,,"June, 18 2018 11:45:53","June, 15 2018 00:00:00",,United States of America,5,Political,Edge and Odds,The International Monetary Fund warned that the economic boost from last year's tax cuts in the U.S. will fade in 2019 and 2020.,2
2020,,,16,Financial services,bond,"No title could be extracted, please add manually",,https://www.westpac.com.au/content/dam/public/wbc/documents/pdf/aw/economics-research/WestpacWeekly.pdf,Northern America,2019,,"June, 17 2018 01:25:45","June, 15 2018 00:00:00",,United States of America,4,Economic,,The FED will go on hold and US bond rates will gradually ease through the remainder of 2019 and 2020.,4
2021,,,12,Information Technology,investment,How AR Prompts Deeper Consumer Engagement Around Content,Opportunity,https://www.psfk.com/2018/06/ar-content-engagement.html,,,,"June, 18 2018 09:48:16","June, 15 2018 00:00:00",,,3,Economic,PSFK,"In the next three years, investments in augmented reality will vastly outnumber VR investments across industries.",4
2021,,,16,Healthcare,disease,Surgical Scalpel Market - Approaches & Techniques 2025,Opportunity,https://factsweek.com/966304/surgical-scalpel-market-approaches-techniques-2025/,World,,,"June, 18 2018 01:37:50","June, 15 2018 00:00:00",,,4,Healthcare,AWD news,The growing demand for surgical tools due to the rising number of surgical procedures and the increasing occurrences of several chronic diseases are projected to accelerate the growth of the global surgical scalpel market in the next few years.,4
2021,,,6,Construction,city,What can cities in England learn from other countries about population health?,Opportunity,https://www.kingsfund.org.uk/blog/2018/06/cities-england-population-health,,,,"June, 16 2018 11:38:42","June, 15 2018 00:00:00",,,3,Social,Kings Fund,The growing international movement around cities and health looks set to create new opportunities for improving population health over the coming years.,2
2022,,,60,,revenue,Tasmanian budget: Saul Eslake analyses the Liberals' 'promise-keeping' plan,,http://www.abc.net.au/news/2018-06-15/saul-eslake-tasmanian-budget-2018-analysis/9871666,,2018,3,"June, 15 2018 00:48:18","June, 15 2018 00:00:00",,,5,Economic,ABC News,Tasmania's GST revenue is forecast to rise from $2.48 billion in 2018-19 to $2.76 billion in 2021-22.,4
2018,,,12,Energy,electricity,"EIA: Bioenergy capacity, generation to increase in 2019",,http://biomassmagazine.com/articles/15374/eia-bioenergy-capacity-generation-to-increase-in-2019,,,,"June, 22 2018 12:57:26","June, 15 2018 00:00:00",,,3,Environmental,biomassmagazine,"Wood biomass is expected to be used to generate 119,000 MWh per day of electricity this year.",4
2019,,,8,Energy,gas,Italy may impede Turkish-Azeri efforts for EU gas corridor,,https://www.al-monitor.com/pulse/originals/2018/06/turkey-azerbaijan-realise-eu-gas-corridor-dream.html,Europe,,,"June, 23 2018 03:11:15","June, 15 2018 00:00:00",,,4,Industries,Al-Monitor,Plans for the first delivery of gas through the Southern Gas Corridor to Europe next year are already under threat.,2
2019,,,12,Information Technology,intelligence,Wales to spend on digital for health and social care,,http://www.ukauthority.com/health-care/entry/8275/wales-to-spend-on-digital-for-health-and-social-care,,,,"June, 15 2018 06:02:59","June, 15 2018 00:00:00",,,3,Economic,UK Authority,"From next year there will be a significant increase in spending on the digital infrastructure, intelligence and workforce capacity.",4
2018,,,8,Food & agriculture,income,"U.S. farmers brace for impact of China trade war, soy at one-year low",,https://www.reuters.com/article/us-usa-trade-china-soybeans/u-s-farmers-brace-for-impact-of-china-trade-war-soy-at-one-year-low-idUSKBN1JB2ZK,Eastern Asia,,,"June, 16 2018 04:04:42","June, 15 2018 00:00:00",,China,4,Political,Reuters,China's tariffs could contribute to a 30 percent drop in farm income for Ohio corn and soybean farmers this year.,2
